rank,song,artist,last-week,peak-rank,weeks-on-board,date
77,Back To The Streets,Saweetie Featuring Jhene Aiko,87,76,6,2021-01-09
78,Damage,H.E.R.,92,70,3,2021-01-09
79,Take You Dancing,Jason Derulo,,79,4,2021-01-09
80,What's Your Country Song,Thomas Rhett,,80,2,2021-01-09
81,Midnight Sky,Miley Cyrus,,14,18,2021-01-09
82,Go2DaMoon,Playboi Carti Featuring Kanye West,,82,1,2021-01-09
83,Ain't Always The Cowboy,Jon Pardi,,55,17,2021-01-09
84,Put Your Records On,Ritt Momney,100,79,11,2021-01-09
85,Bichota,Karol G,88,85,5,2021-01-09
86,Refugee,Lil Durk,,86,1,2021-01-09
87,Happy Does,Kenny Chesney,,85,7,2021-01-09
88,Monsters,All Time Low Featuring Demi Lovato & blackbear ,,88,1,2021-01-09
89,Take Me Home For Christmas,Dan + Shay,48,48,4,2021-01-09
90,Vamp Anthem,Playboi Carti,,90,1,2021-01-09
91,Down To One,Luke Bryan,,91,1,2021-01-09
92,New N3on,Playboi Carti,,92,1,2021-01-09
93,Death Ain't Easy,Lil Durk,,93,1,2021-01-09
94,Took Her To The O,King Von,99,47,7,2021-01-09
95,Save Your Tears,The Weeknd,,41,3,2021-01-09
96,So Done,The Kid LAROI,,59,8,2021-01-09
97,Just The Way,Parmalee x Blanco Brown,,97,1,2021-01-09
98,Way Out,Jack Harlow Featuring Big Sean,89,74,3,2021-01-09
99,M3tamorphosis,Playboi Carti Featuring Kid Cudi,,99,1,2021-01-09
100,The Good Ones,Gabby Barrett,,100,1,2021-01-09
1,All I Want For Christmas Is You,Mariah Carey,2,1,43,2021-01-02
2,Rockin' Around The Christmas Tree,Brenda Lee,3,2,38,2021-01-02
3,Jingle Bell Rock,Bobby Helms,4,3,35,2021-01-02
4,A Holly Jolly Christmas,Burl Ives,6,4,19,2021-01-02
5,It's The Most Wonderful Time Of The Year,Andy Williams,7,5,20,2021-01-02
6,Feliz Navidad,Jose Feliciano,10,6,14,2021-01-02
7,Mood,24kGoldn Featuring iann dior,5,1,20,2021-01-02
8,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,11,8,13,2021-01-02
9,Last Christmas,Wham!,14,9,19,2021-01-02
10,Run Rudolph Run,Chuck Berry,29,10,8,2021-01-02
11,The Christmas Song (Merry Christmas To You),Nat King Cole,15,11,26,2021-01-02
12,Underneath The Tree,Kelly Clarkson,28,12,9,2021-01-02
13,Sleigh Ride,The Ronettes,19,13,11,2021-01-02
14,Positions,Ariana Grande,8,1,9,2021-01-02
15,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,12,12,8,2021-01-02
16,Rudolph The Red-Nosed Reindeer,Gene Autry,31,16,12,2021-01-02
17,Santa Tell Me,Ariana Grande,32,17,8,2021-01-02
18,Happy Holiday / The Holiday Season,Andy Williams,26,18,8,2021-01-02
19,Christmas (Baby Please Come Home),Darlene Love,37,19,7,2021-01-02
20,White Christmas,Bing Crosby,38,12,20,2021-01-02
21,Holy,Justin Bieber Featuring Chance The Rapper,13,3,14,2021-01-02
22,(There's No Place Like) Home For The Holidays,Perry Como,43,22,7,2021-01-02
23,It's Beginning To Look A Lot Like Christmas,Michael Buble,42,23,5,2021-01-02
24,Go Crazy,Chris Brown & Young Thug,16,9,33,2021-01-02
25,Laugh Now Cry Later,Drake Featuring Lil Durk,17,2,19,2021-01-02
26,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,69,26,10,2021-01-02
27,Levitating,Dua Lipa Featuring DaBaby,27,20,12,2021-01-02
28,Wonderful Christmastime,Paul McCartney,46,28,4,2021-01-02
29,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,25,6,25,2021-01-02
30,I Hope,Gabby Barrett Featuring Charlie Puth,20,3,52,2021-01-02
31,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,24,6,19,2021-01-02
32,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,,32,2,2021-01-02
33,Blue Christmas,Elvis Presley,,33,3,2021-01-02
34,Dakiti,Bad Bunny & Jhay Cortez,23,5,8,2021-01-02
35,Body,Megan Thee Stallion,22,12,5,2021-01-02
36,Mele Kalikimaka (Merry Christmas),Bing Crosby & The Andrews Sisters,,36,1,2021-01-02
37,Bang!,AJR,33,24,25,2021-01-02
38,Willow,Taylor Swift,1,1,2,2021-01-02
39,This Christmas,Donny Hathaway,,39,1,2021-01-02
40,34+35,Ariana Grande,35,8,8,2021-01-02
41,Kings & Queens,Ava Max,30,13,20,2021-01-02
42,Therefore I Am,Billie Eilish,36,2,7,2021-01-02
43,Deck The Halls,Nat King Cole,47,43,2,2021-01-02
44,Dynamite,BTS,9,1,18,2021-01-02
45,Please Come Home For Christmas,Eagles,,18,9,2021-01-02
46,Santa Claus Is Comin' To Town,Jackson 5,,46,1,2021-01-02
47,Little Saint Nick,The Beach Boys,,47,1,2021-01-02
48,Take Me Home For Christmas,Dan + Shay,58,48,3,2021-01-02
49,Have Yourself A Merry Little Christmas,Michael Buble,,49,1,2021-01-02
50,I'll Be Home For Christmas,Bing Crosby,,50,1,2021-01-02
51,What You Know Bout Love,Pop Smoke,48,25,16,2021-01-02
52,Whoopty,CJ,53,51,7,2021-01-02
53,Lonely,Justin Bieber & benny blanco,51,14,10,2021-01-02
54,Hallelujah,Carrie Underwood & John Legend,84,54,3,2021-01-02
55,WAP,Cardi B Featuring Megan Thee Stallion,55,1,20,2021-01-02
56,Holiday,Lil Nas X,56,37,6,2021-01-02
57,Better Together,Luke Combs,59,30,12,2021-01-02
58,On Me,Lil Baby,60,30,3,2021-01-02
59,Afterglow,Ed Sheeran,,59,1,2021-01-02
60,Gnat,Eminem,,60,1,2021-01-02
61,Rockin' Around The Christmas Tree,Justin Bieber,87,61,4,2021-01-02
62,Favorite Time Of Year,Carrie Underwood,99,62,4,2021-01-02
63,Hawai,Maluma & The Weeknd,65,12,18,2021-01-02
64,Monster,Shawn Mendes & Justin Bieber,62,8,5,2021-01-02
65,Diamonds,Sam Smith,66,40,14,2021-01-02
66,Starting Over,Chris Stapleton,72,25,17,2021-01-02
67,Cry Baby,Megan Thee Stallion Featuring DaBaby,95,67,3,2021-01-02
68,You Broke Me First.,Tate McRae,79,50,18,2021-01-02
69,My Ex's Best Friend,Machine Gun Kelly X blackbear,86,28,19,2021-01-02
70,Without You,The Kid LAROI,81,63,3,2021-01-02
71,"Big, Big Plans",Chris Lane,73,42,12,2021-01-02
72,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,88,10,12,2021-01-02
73,Forever After All,Luke Combs,92,2,9,2021-01-02
74,Throat Baby (Go Baby),BRS Kash,97,69,10,2021-01-02
75,Under The Mistletoe,Kelly Clarkson & Brett Eldredge,,59,3,2021-01-02
76,Tyler Herro,Jack Harlow,77,34,9,2021-01-02
77,Champagne Problems,Taylor Swift,21,21,2,2021-01-02
78,The First Noel,Gabby Barrett,,78,1,2021-01-02
79,Love You Like I Used To,Russell Dickerson,83,31,16,2021-01-02
80,Champagne Night,Lady A,,75,9,2021-01-02
81,Prisoner,Miley Cyrus Featuring Dua Lipa,94,54,5,2021-01-02
82,Good Time,Niko Moon,96,71,12,2021-01-02
83,7 Summers,Morgan Wallen,,6,18,2021-01-02
84,Adderall (Corvette Corvette),Popp Hunna,,84,1,2021-01-02
85,You're Mines Still,Yung Bleu Featuring Drake,,52,3,2021-01-02
86,Tequila Shots,Kid Cudi,41,41,2,2021-01-02
87,Back To The Streets,Saweetie Featuring Jhene Aiko,,76,5,2021-01-02
88,Bichota,Karol G,,88,4,2021-01-02
89,Way Out,Jack Harlow Featuring Big Sean,74,74,2,2021-01-02
90,Hit Different,SZA Featuring Ty Dolla $ign,,29,15,2021-01-02
91,'Tis The Damn Season,Taylor Swift,39,39,2,2021-01-02
92,Damage,H.E.R.,,70,2,2021-01-02
93,Backdoor,Lil Durk,,93,1,2021-01-02
94,Silent Night,Carrie Underwood,,94,2,2021-01-02
95,Golden,Harry Styles,,74,9,2021-01-02
96,Hole In The Bottle,Kelsea Ballerini,,72,10,2021-01-02
97,"No Body, No Crime",Taylor Swift Featuring HAIM,34,34,2,2021-01-02
98,Moonwalking In Calabasas,DDG,,98,1,2021-01-02
99,Took Her To The O,King Von,,47,6,2021-01-02
100,Put Your Records On,Ritt Momney,,79,10,2021-01-02
1,Willow,Taylor Swift,,1,1,2020-12-26
2,All I Want For Christmas Is You,Mariah Carey,1,1,42,2020-12-26
3,Rockin' Around The Christmas Tree,Brenda Lee,3,2,37,2020-12-26
4,Jingle Bell Rock,Bobby Helms,5,3,34,2020-12-26
5,Mood,24kGoldn Featuring iann dior,2,1,19,2020-12-26
6,A Holly Jolly Christmas,Burl Ives,14,4,18,2020-12-26
7,It's The Most Wonderful Time Of The Year,Andy Williams,6,6,19,2020-12-26
8,Positions,Ariana Grande,4,1,8,2020-12-26
9,Dynamite,BTS,24,1,17,2020-12-26
10,Feliz Navidad,Jose Feliciano,10,10,13,2020-12-26
11,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,15,11,12,2020-12-26
12,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,35,12,7,2020-12-26
13,Holy,Justin Bieber Featuring Chance The Rapper,9,3,13,2020-12-26
14,Last Christmas,Wham!,11,11,18,2020-12-26
15,The Christmas Song (Merry Christmas To You),Nat King Cole,16,11,25,2020-12-26
16,Go Crazy,Chris Brown & Young Thug,13,9,32,2020-12-26
17,Laugh Now Cry Later,Drake Featuring Lil Durk,8,2,18,2020-12-26
18,Blinding Lights,The Weeknd,7,1,55,2020-12-26
19,Sleigh Ride,The Ronettes,20,19,10,2020-12-26
20,I Hope,Gabby Barrett Featuring Charlie Puth,12,3,51,2020-12-26
21,Champagne Problems,Taylor Swift,,21,1,2020-12-26
22,Body,Megan Thee Stallion,18,12,4,2020-12-26
23,Dakiti,Bad Bunny & Jhay Cortez,17,5,7,2020-12-26
24,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,19,6,18,2020-12-26
25,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,21,6,24,2020-12-26
26,Happy Holiday / The Holiday Season,Andy Williams,29,24,7,2020-12-26
27,Levitating,Dua Lipa Featuring DaBaby,27,20,11,2020-12-26
28,Underneath The Tree,Kelly Clarkson,25,25,8,2020-12-26
29,Run Rudolph Run,Chuck Berry,40,29,7,2020-12-26
30,Kings & Queens,Ava Max,22,13,19,2020-12-26
31,Rudolph The Red-Nosed Reindeer,Gene Autry,34,16,11,2020-12-26
32,Santa Tell Me,Ariana Grande,39,32,7,2020-12-26
33,Bang!,AJR,28,24,24,2020-12-26
34,"No Body, No Crime",Taylor Swift Featuring HAIM,,34,1,2020-12-26
35,34+35,Ariana Grande,26,8,7,2020-12-26
36,Therefore I Am,Billie Eilish,23,2,6,2020-12-26
37,Christmas (Baby Please Come Home),Darlene Love,31,29,6,2020-12-26
38,White Christmas,Bing Crosby,32,12,19,2020-12-26
39,'Tis The Damn Season,Taylor Swift,,39,1,2020-12-26
40,Gold Rush,Taylor Swift,,40,1,2020-12-26
41,Tequila Shots,Kid Cudi,,41,1,2020-12-26
42,It's Beginning To Look A Lot Like Christmas,Michael Buble,33,33,4,2020-12-26
43,(There's No Place Like) Home For The Holidays,Perry Como,37,32,6,2020-12-26
44,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",47,2,45,2020-12-26
45,Tolerate It,Taylor Swift,,45,1,2020-12-26
46,Wonderful Christmastime,Paul McCartney,45,45,3,2020-12-26
47,Deck The Halls,Nat King Cole,,47,1,2020-12-26
48,What You Know Bout Love,Pop Smoke,46,25,15,2020-12-26
49,She Knows This,Kid Cudi,,49,1,2020-12-26
50,Rockstar,DaBaby Featuring Roddy Ricch,42,1,35,2020-12-26
51,Lonely,Justin Bieber & benny blanco,50,14,9,2020-12-26
52,Happiness,Taylor Swift,,52,1,2020-12-26
53,Whoopty,CJ,51,51,6,2020-12-26
54,Show Out,"Kid Cudi, Skepta & Pop Smoke",,54,1,2020-12-26
55,WAP,Cardi B Featuring Megan Thee Stallion,43,1,19,2020-12-26
56,Holiday,Lil Nas X,48,37,5,2020-12-26
57,Evermore,Taylor Swift Featuring Bon Iver,,57,1,2020-12-26
58,Take Me Home For Christmas,Dan + Shay,88,58,2,2020-12-26
59,Better Together,Luke Combs,54,30,11,2020-12-26
60,On Me,Lil Baby,30,30,2,2020-12-26
61,Ivy,Taylor Swift,,61,1,2020-12-26
62,Monster,Shawn Mendes & Justin Bieber,38,8,4,2020-12-26
63,Coney Island,Taylor Swift Featuring The National,,63,1,2020-12-26
64,Another Day,Kid Cudi,,64,1,2020-12-26
65,Hawai,Maluma & The Weeknd,55,12,17,2020-12-26
66,Diamonds,Sam Smith,53,40,13,2020-12-26
67,Dorothea,Taylor Swift,,67,1,2020-12-26
68,Long Story Short,Taylor Swift,,68,1,2020-12-26
69,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,36,28,9,2020-12-26
70,I Should Probably Go To Bed,Dan + Shay,60,42,20,2020-12-26
71,Cowboy Like Me,Taylor Swift,,71,1,2020-12-26
72,Starting Over,Chris Stapleton,58,25,16,2020-12-26
73,"Big, Big Plans",Chris Lane,52,42,11,2020-12-26
74,Way Out,Jack Harlow Featuring Big Sean,,74,1,2020-12-26
75,Marjorie,Taylor Swift,,75,1,2020-12-26
76,B.S.,Jhene Aiko Featuring H.E.R.,62,24,20,2020-12-26
77,Tyler Herro,Jack Harlow,77,34,8,2020-12-26
78,Mr. Solo Dolo III,Kid Cudi,,78,1,2020-12-26
79,You Broke Me First.,Tate McRae,64,50,17,2020-12-26
80,Dive,Kid Cudi,,80,1,2020-12-26
81,Without You,The Kid LAROI,63,63,2,2020-12-26
82,Closure,Taylor Swift,,82,1,2020-12-26
83,Love You Like I Used To,Russell Dickerson,61,31,15,2020-12-26
84,Hallelujah,Carrie Underwood & John Legend,96,84,2,2020-12-26
85,Heaven On Earth,Kid Cudi,,85,1,2020-12-26
86,My Ex's Best Friend,Machine Gun Kelly X blackbear,67,28,18,2020-12-26
87,Rockin' Around The Christmas Tree,Justin Bieber,71,71,3,2020-12-26
88,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,65,10,11,2020-12-26
89,Reminds Me Of You,The Kid LAROI & Juice WRLD,,89,1,2020-12-26
90,Sad People,Kid Cudi,,90,1,2020-12-26
91,Damaged,Kid Cudi,,91,1,2020-12-26
92,Forever After All,Luke Combs,66,2,8,2020-12-26
93,Ain't Always The Cowboy,Jon Pardi,56,55,16,2020-12-26
94,Prisoner,Miley Cyrus Featuring Dua Lipa,68,54,4,2020-12-26
95,Cry Baby,Megan Thee Stallion Featuring DaBaby,,71,2,2020-12-26
96,Good Time,Niko Moon,79,71,11,2020-12-26
97,Throat Baby (Go Baby),BRS Kash,81,69,9,2020-12-26
98,Errbody,Lil Baby,41,41,2,2020-12-26
99,Favorite Time Of Year,Carrie Underwood,80,80,3,2020-12-26
100,Beautiful Trip,Kid Cudi,,100,1,2020-12-26
1,All I Want For Christmas Is You,Mariah Carey,2,1,41,2020-12-19
2,Mood,24kGoldn Featuring iann dior,1,1,18,2020-12-19
3,Rockin' Around The Christmas Tree,Brenda Lee,4,2,36,2020-12-19
4,Positions,Ariana Grande,3,1,7,2020-12-19
5,Jingle Bell Rock,Bobby Helms,9,3,33,2020-12-19
6,It's The Most Wonderful Time Of The Year,Andy Williams,12,6,18,2020-12-19
7,Blinding Lights,The Weeknd,11,1,54,2020-12-19
8,Laugh Now Cry Later,Drake Featuring Lil Durk,6,2,17,2020-12-19
9,Holy,Justin Bieber Featuring Chance The Rapper,7,3,12,2020-12-19
10,Feliz Navidad,Jose Feliciano,16,10,12,2020-12-19
11,Last Christmas,Wham!,21,11,17,2020-12-19
12,I Hope,Gabby Barrett Featuring Charlie Puth,8,3,50,2020-12-19
13,Go Crazy,Chris Brown & Young Thug,15,9,31,2020-12-19
14,A Holly Jolly Christmas,Burl Ives,24,4,17,2020-12-19
15,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,22,15,11,2020-12-19
16,The Christmas Song (Merry Christmas To You),Nat King Cole,18,11,24,2020-12-19
17,Dakiti,Bad Bunny & Jhay Cortez,5,5,6,2020-12-19
18,Body,Megan Thee Stallion,14,12,3,2020-12-19
19,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,13,6,17,2020-12-19
20,Sleigh Ride,The Ronettes,23,20,9,2020-12-19
21,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,17,6,23,2020-12-19
22,Kings & Queens,Ava Max,19,13,18,2020-12-19
23,Therefore I Am,Billie Eilish,20,2,5,2020-12-19
24,Dynamite,BTS,10,1,16,2020-12-19
25,Underneath The Tree,Kelly Clarkson,30,25,7,2020-12-19
26,34+35,Ariana Grande,25,8,6,2020-12-19
27,Levitating,Dua Lipa Featuring DaBaby,26,20,10,2020-12-19
28,Bang!,AJR,27,24,23,2020-12-19
29,Happy Holiday / The Holiday Season,Andy Williams,34,24,6,2020-12-19
30,On Me,Lil Baby,,30,1,2020-12-19
31,Christmas (Baby Please Come Home),Darlene Love,41,29,5,2020-12-19
32,White Christmas,Bing Crosby,37,12,18,2020-12-19
33,It's Beginning To Look A Lot Like Christmas,Michael Buble,39,33,3,2020-12-19
34,Rudolph The Red-Nosed Reindeer,Gene Autry,40,16,10,2020-12-19
35,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,45,28,6,2020-12-19
36,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,36,28,8,2020-12-19
37,(There's No Place Like) Home For The Holidays,Perry Como,47,32,5,2020-12-19
38,Monster,Shawn Mendes & Justin Bieber,38,8,3,2020-12-19
39,Santa Tell Me,Ariana Grande,,39,6,2020-12-19
40,Run Rudolph Run,Chuck Berry,,36,6,2020-12-19
41,Errbody,Lil Baby,,41,1,2020-12-19
42,Rockstar,DaBaby Featuring Roddy Ricch,35,1,34,2020-12-19
43,WAP,Cardi B Featuring Megan Thee Stallion,33,1,18,2020-12-19
44,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,29,1,26,2020-12-19
45,Wonderful Christmastime,Paul McCartney,,45,2,2020-12-19
46,What You Know Bout Love,Pop Smoke,52,25,14,2020-12-19
47,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",48,2,44,2020-12-19
48,Holiday,Lil Nas X,51,37,4,2020-12-19
49,More Than My Hometown,Morgan Wallen,32,15,26,2020-12-19
50,Lonely,Justin Bieber & benny blanco,46,14,8,2020-12-19
51,Whoopty,CJ,69,51,5,2020-12-19
52,"Big, Big Plans",Chris Lane,56,42,10,2020-12-19
53,Diamonds,Sam Smith,58,40,12,2020-12-19
54,Better Together,Luke Combs,55,30,10,2020-12-19
55,Hawai,Maluma & The Weeknd,54,12,16,2020-12-19
56,Ain't Always The Cowboy,Jon Pardi,63,55,15,2020-12-19
57,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,49,36,20,2020-12-19
58,Starting Over,Chris Stapleton,62,25,15,2020-12-19
59,Under The Mistletoe,Kelly Clarkson & Brett Eldredge,75,59,2,2020-12-19
60,I Should Probably Go To Bed,Dan + Shay,66,42,19,2020-12-19
61,Love You Like I Used To,Russell Dickerson,61,31,14,2020-12-19
62,B.S.,Jhene Aiko Featuring H.E.R.,71,24,19,2020-12-19
63,Without You,The Kid LAROI,,63,1,2020-12-19
64,You Broke Me First.,Tate McRae,67,50,16,2020-12-19
65,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,70,10,10,2020-12-19
66,Forever After All,Luke Combs,68,2,7,2020-12-19
67,My Ex's Best Friend,Machine Gun Kelly X blackbear,73,28,17,2020-12-19
68,Prisoner,Miley Cyrus Featuring Dua Lipa,59,54,3,2020-12-19
69,7 Summers,Morgan Wallen,76,6,17,2020-12-19
70,Wonder,Shawn Mendes,77,18,10,2020-12-19
71,Rockin' Around The Christmas Tree,Justin Bieber,83,71,2,2020-12-19
72,Real Shit,Juice WRLD x benny blanco,,72,1,2020-12-19
73,Midnight Sky,Miley Cyrus,57,14,17,2020-12-19
74,La Noche de Anoche,Bad Bunny & Rosalia,53,53,2,2020-12-19
75,Dicked Down In Dallas,Trey Lewis,65,65,2,2020-12-19
76,Oh Santa!,Mariah Carey Featuring Ariana Grande & Jennifer Hudson,,76,1,2020-12-19
77,Tyler Herro,Jack Harlow,91,34,7,2020-12-19
78,Champagne Night,Lady A,82,75,8,2020-12-19
79,Good Time,Niko Moon,93,71,10,2020-12-19
80,Favorite Time Of Year,Carrie Underwood,95,80,2,2020-12-19
81,Throat Baby (Go Baby),BRS Kash,85,69,8,2020-12-19
82,Hit Different,SZA Featuring Ty Dolla $ign,90,29,14,2020-12-19
83,Golden,Harry Styles,92,74,8,2020-12-19
84,Took Her To The O,King Von,88,47,5,2020-12-19
85,pov,Ariana Grande,80,40,6,2020-12-19
86,Don't Stop,Megan Thee Stallion Featuring Young Thug,89,30,10,2020-12-19
87,Hole In The Bottle,Kelsea Ballerini,98,72,9,2020-12-19
88,Take Me Home For Christmas,Dan + Shay,,88,1,2020-12-19
89,Bichota,Karol G,100,89,3,2020-12-19
90,So Done,The Kid LAROI,99,59,7,2020-12-19
91,Back To The Streets,Saweetie Featuring Jhene Aiko,96,76,4,2020-12-19
92,Somebody's Problem,Morgan Wallen,84,25,3,2020-12-19
93,Life Goes On,BTS,28,1,3,2020-12-19
94,Martin & Gina,Polo G,97,61,19,2020-12-19
95,Heather,Conan Gray,,46,15,2020-12-19
96,Hallelujah,Carrie Underwood & John Legend,,96,1,2020-12-19
97,Practice,DaBaby,,86,5,2020-12-19
98,Put Your Records On,Ritt Momney,,79,9,2020-12-19
99,Te Mudaste,Bad Bunny,60,60,2,2020-12-19
100,Silent Night,Carrie Underwood,,100,1,2020-12-19
1,Mood,24kGoldn Featuring iann dior,2,1,17,2020-12-12
2,All I Want For Christmas Is You,Mariah Carey,14,1,40,2020-12-12
3,Positions,Ariana Grande,4,1,6,2020-12-12
4,Rockin' Around The Christmas Tree,Brenda Lee,21,2,35,2020-12-12
5,Dakiti,Bad Bunny & Jhay Cortez,15,5,5,2020-12-12
6,Laugh Now Cry Later,Drake Featuring Lil Durk,7,2,16,2020-12-12
7,Holy,Justin Bieber Featuring Chance The Rapper,6,3,11,2020-12-12
8,I Hope,Gabby Barrett Featuring Charlie Puth,5,3,49,2020-12-12
9,Jingle Bell Rock,Bobby Helms,31,3,32,2020-12-12
10,Dynamite,BTS,3,1,15,2020-12-12
11,Blinding Lights,The Weeknd,9,1,53,2020-12-12
12,It's The Most Wonderful Time Of The Year,Andy Williams,37,7,17,2020-12-12
13,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,10,6,16,2020-12-12
14,Body,Megan Thee Stallion,12,12,2,2020-12-12
15,Go Crazy,Chris Brown & Young Thug,17,9,30,2020-12-12
16,Feliz Navidad,Jose Feliciano,45,12,11,2020-12-12
17,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,16,6,22,2020-12-12
18,The Christmas Song (Merry Christmas To You),Nat King Cole,48,11,23,2020-12-12
19,Kings & Queens,Ava Max,18,13,17,2020-12-12
20,Therefore I Am,Billie Eilish,11,2,4,2020-12-12
21,Last Christmas,Wham!,42,11,16,2020-12-12
22,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,49,15,10,2020-12-12
23,Sleigh Ride,The Ronettes,,21,8,2020-12-12
24,A Holly Jolly Christmas,Burl Ives,,4,16,2020-12-12
25,34+35,Ariana Grande,30,8,5,2020-12-12
26,Levitating,Dua Lipa Featuring DaBaby,24,20,9,2020-12-12
27,Bang!,AJR,29,24,22,2020-12-12
28,Life Goes On,BTS,1,1,2,2020-12-12
29,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,19,1,25,2020-12-12
30,Underneath The Tree,Kelly Clarkson,,30,6,2020-12-12
31,Be Like That,Kane Brown With Swae Lee & Khalid,27,19,21,2020-12-12
32,More Than My Hometown,Morgan Wallen,20,15,25,2020-12-12
33,WAP,Cardi B Featuring Megan Thee Stallion,23,1,17,2020-12-12
34,Happy Holiday / The Holiday Season,Andy Williams,,24,5,2020-12-12
35,Rockstar,DaBaby Featuring Roddy Ricch,26,1,33,2020-12-12
36,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,,28,7,2020-12-12
37,White Christmas,Bing Crosby,,12,17,2020-12-12
38,Monster,Shawn Mendes & Justin Bieber,8,8,2,2020-12-12
39,It's Beginning To Look A Lot Like Christmas,Michael Buble,,39,2,2020-12-12
40,Rudolph The Red-Nosed Reindeer,Gene Autry,,16,9,2020-12-12
41,Christmas (Baby Please Come Home),Darlene Love,,29,4,2020-12-12
42,Before You Go,Lewis Capaldi,28,9,44,2020-12-12
43,ily,Surf Mesa Featuring Emilee,33,23,28,2020-12-12
44,Said Sum,Moneybagg Yo,34,17,22,2020-12-12
45,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,,28,5,2020-12-12
46,Lonely,Justin Bieber & benny blanco,32,14,7,2020-12-12
47,(There's No Place Like) Home For The Holidays,Perry Como,,32,4,2020-12-12
48,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",39,2,43,2020-12-12
49,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,44,36,19,2020-12-12
50,Watermelon Sugar,Harry Styles,36,1,37,2020-12-12
51,Holiday,Lil Nas X,55,37,3,2020-12-12
52,What You Know Bout Love,Pop Smoke,41,25,13,2020-12-12
53,La Noche de Anoche,Bad Bunny & Rosalia,,53,1,2020-12-12
54,Hawai,Maluma & The Weeknd,35,12,15,2020-12-12
55,Better Together,Luke Combs,47,30,9,2020-12-12
56,"Big, Big Plans",Chris Lane,51,42,9,2020-12-12
57,Midnight Sky,Miley Cyrus,75,14,16,2020-12-12
58,Diamonds,Sam Smith,56,40,11,2020-12-12
59,Prisoner,Miley Cyrus Featuring Dua Lipa,54,54,2,2020-12-12
60,Te Mudaste,Bad Bunny,,60,1,2020-12-12
61,Love You Like I Used To,Russell Dickerson,50,31,13,2020-12-12
62,Starting Over,Chris Stapleton,52,25,14,2020-12-12
63,Ain't Always The Cowboy,Jon Pardi,61,55,14,2020-12-12
64,Yo Visto Asi,Bad Bunny,,64,1,2020-12-12
65,Dicked Down In Dallas,Trey Lewis,,65,1,2020-12-12
66,I Should Probably Go To Bed,Dan + Shay,58,42,18,2020-12-12
67,You Broke Me First.,Tate McRae,63,50,15,2020-12-12
68,Forever After All,Luke Combs,53,2,6,2020-12-12
69,Whoopty,CJ,66,66,4,2020-12-12
70,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,65,10,9,2020-12-12
71,B.S.,Jhene Aiko Featuring H.E.R.,68,24,18,2020-12-12
