Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
3000,2020-06-14,8:00 AM,Delhi,-,-,14945,1271,38958
3001,2020-06-14,8:00 AM,Goa,-,-,70,0,523
3002,2020-06-14,8:00 AM,Gujarat,-,-,15883,1448,23038
3003,2020-06-14,8:00 AM,Haryana,-,-,2803,78,6749
3004,2020-06-14,8:00 AM,Himachal Pradesh,-,-,313,6,502
3005,2020-06-14,8:00 AM,Jammu and Kashmir,-,-,2269,55,4878
3006,2020-06-14,8:00 AM,Jharkhand,-,-,816,8,1711
3007,2020-06-14,8:00 AM,Karnataka,-,-,3648,81,6824
3008,2020-06-14,8:00 AM,Kerala,-,-,1046,19,2407
3009,2020-06-14,8:00 AM,Ladakh,-,-,68,1,437
3010,2020-06-14,8:00 AM,Madhya Pradesh,-,-,7377,447,10641
3011,2020-06-14,8:00 AM,Maharashtra,-,-,49346,3830,104568
3012,2020-06-14,8:00 AM,Manipur,-,-,91,0,449
3013,2020-06-14,8:00 AM,Meghalaya,-,-,22,1,44
3014,2020-06-14,8:00 AM,Mizoram,-,-,1,0,107
3015,2020-06-14,8:00 AM,Nagaland,-,-,76,0,163
3016,2020-06-14,8:00 AM,Odisha,-,-,2594,10,3723
3017,2020-06-14,8:00 AM,Puducherry,-,-,82,2,176
3018,2020-06-14,8:00 AM,Punjab,-,-,2327,65,3063
3019,2020-06-14,8:00 AM,Rajasthan,-,-,9337,282,12401
3020,2020-06-14,8:00 AM,Sikkim,-,-,4,0,63
3021,2020-06-14,8:00 AM,Tamil Nadu,-,-,23409,397,42687
3022,2020-06-14,8:00 AM,Telengana,-,-,2352,182,4737
3023,2020-06-14,8:00 AM,Tripura,-,-,315,1,1046
3024,2020-06-14,8:00 AM,Uttarakhand,-,-,1077,23,1785
3025,2020-06-14,8:00 AM,Uttar Pradesh,-,-,7875,385,13118
3026,2020-06-14,8:00 AM,West Bengal,-,-,4542,463,10698
3027,2020-06-14,8:00 AM,Cases being reassigned to states,-,-,0,0,7436
3028,2020-06-15,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,38
3029,2020-06-15,8:00 AM,Andhra Pradesh,-,-,3314,84,6163
3030,2020-06-15,8:00 AM,Arunachal Pradesh,-,-,7,0,91
3031,2020-06-15,8:00 AM,Assam,-,-,1960,8,4049
3032,2020-06-15,8:00 AM,Bihar,-,-,4170,39,6470
3033,2020-06-15,8:00 AM,Chandigarh,-,-,293,5,352
3034,2020-06-15,8:00 AM,Chhattisgarh,-,-,763,8,1662
3035,2020-06-15,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,2,0,36
3036,2020-06-15,8:00 AM,Delhi,-,-,15823,1327,41182
3037,2020-06-15,8:00 AM,Goa,-,-,74,0,564
3038,2020-06-15,8:00 AM,Gujarat,-,-,16325,1477,23544
3039,2020-06-15,8:00 AM,Haryana,-,-,3003,88,7208
3040,2020-06-15,8:00 AM,Himachal Pradesh,-,-,337,7,518
3041,2020-06-15,8:00 AM,Jammu and Kashmir,-,-,2389,59,5041
3042,2020-06-15,8:00 AM,Jharkhand,-,-,905,8,1745
3043,2020-06-15,8:00 AM,Karnataka,-,-,3955,86,7000
3044,2020-06-15,8:00 AM,Kerala,-,-,1102,19,2461
3045,2020-06-15,8:00 AM,Ladakh,-,-,80,1,549
3046,2020-06-15,8:00 AM,Madhya Pradesh,-,-,7677,459,10802
3047,2020-06-15,8:00 AM,Maharashtra,-,-,50978,3950,107958
3048,2020-06-15,8:00 AM,Manipur,-,-,91,0,458
3049,2020-06-15,8:00 AM,Meghalaya,-,-,25,1,44
3050,2020-06-15,8:00 AM,Mizoram,-,-,1,0,112
3051,2020-06-15,8:00 AM,Nagaland,-,-,88,0,168
3052,2020-06-15,8:00 AM,Odisha,-,-,2708,11,3909
3053,2020-06-15,8:00 AM,Puducherry,-,-,91,5,194
3054,2020-06-15,8:00 AM,Punjab,-,-,2356,67,3140
3055,2020-06-15,8:00 AM,Rajasthan,-,-,9566,292,12694
3056,2020-06-15,8:00 AM,Sikkim,-,-,4,0,68
3057,2020-06-15,8:00 AM,Tamil Nadu,-,-,24547,435,44661
3058,2020-06-15,8:00 AM,Telengana,-,-,2377,185,4974
3059,2020-06-15,8:00 AM,Tripura,-,-,315,1,1076
3060,2020-06-15,8:00 AM,Uttarakhand,-,-,1111,24,1819
3061,2020-06-15,8:00 AM,Uttar Pradesh,-,-,8268,399,13615
3062,2020-06-15,8:00 AM,West Bengal,-,-,5060,475,11087
3063,2020-06-15,8:00 AM,Cases being reassigned to states,-,-,0,0,6972
3064,2020-06-16,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,41
3065,2020-06-16,8:00 AM,Andhra Pradesh,-,-,3316,88,6456
3066,2020-06-16,8:00 AM,Arunachal Pradesh,-,-,7,0,91
3067,2020-06-16,8:00 AM,Assam,-,-,2166,8,4158
3068,2020-06-16,8:00 AM,Bihar,-,-,4409,40,6650
3069,2020-06-16,8:00 AM,Chandigarh,-,-,296,6,354
3070,2020-06-16,8:00 AM,Chhattisgarh,-,-,890,8,1756
3071,2020-06-16,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,5,0,36
3072,2020-06-16,8:00 AM,Delhi,-,-,16427,1400,42829
3073,2020-06-16,8:00 AM,Goa,-,-,85,0,592
3074,2020-06-16,8:00 AM,Gujarat,-,-,16664,1505,24055
3075,2020-06-16,8:00 AM,Haryana,-,-,3565,100,7722
3076,2020-06-16,8:00 AM,Himachal Pradesh,-,-,353,8,556
3077,2020-06-16,8:00 AM,Jammu and Kashmir,-,-,2604,62,5220
3078,2020-06-16,8:00 AM,Jharkhand,-,-,905,8,1763
3079,2020-06-16,8:00 AM,Karnataka,-,-,4135,89,7213
3080,2020-06-16,8:00 AM,Kerala,-,-,1175,20,2543
3081,2020-06-16,8:00 AM,Ladakh,-,-,82,1,555
3082,2020-06-16,8:00 AM,Madhya Pradesh,-,-,7903,465,10935
3083,2020-06-16,8:00 AM,Maharashtra,-,-,56049,4128,110744
3084,2020-06-16,8:00 AM,Manipur,-,-,151,0,490
3085,2020-06-16,8:00 AM,Meghalaya,-,-,25,1,44
3086,2020-06-16,8:00 AM,Mizoram,-,-,1,0,117
3087,2020-06-16,8:00 AM,Nagaland,-,-,92,0,177
3088,2020-06-16,8:00 AM,Odisha,-,-,2854,11,4055
3089,2020-06-16,8:00 AM,Puducherry,-,-,95,5,202
3090,2020-06-16,8:00 AM,Punjab,-,-,2443,71,3267
3091,2020-06-16,8:00 AM,Rajasthan,-,-,9785,301,12981
3092,2020-06-16,8:00 AM,Sikkim,-,-,4,0,68
3093,2020-06-16,8:00 AM,Tamil Nadu,-,-,25344,479,46504
3094,2020-06-16,8:00 AM,Telengana,-,-,2766,187,5193
3095,2020-06-16,8:00 AM,Tripura,-,-,433,1,1086
3096,2020-06-16,8:00 AM,Uttarakhand,-,-,1189,24,1845
3097,2020-06-16,8:00 AM,Uttar Pradesh,-,-,8268,399,13615
3098,2020-06-16,8:00 AM,West Bengal,-,-,5494,485,11494
3099,2020-06-16,8:00 AM,Cases being reassigned to states,-,-,0,0,7684
3100,2020-06-17,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,44
3101,2020-06-17,8:00 AM,Andhra Pradesh,-,-,3509,88,6841
3102,2020-06-17,8:00 AM,Arunachal Pradesh,-,-,7,0,95
3103,2020-06-17,8:00 AM,Assam,-,-,2166,8,4319
3104,2020-06-17,8:00 AM,Bihar,-,-,4644,41,6778
3105,2020-06-17,8:00 AM,Chandigarh,-,-,302,6,358
3106,2020-06-17,8:00 AM,Chhattisgarh,-,-,1036,9,1781
3107,2020-06-17,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,9,0,45
3108,2020-06-17,8:00 AM,Delhi,-,-,16500,1837,44688
3109,2020-06-17,8:00 AM,Goa,-,-,85,0,629
3110,2020-06-17,8:00 AM,Gujarat,-,-,17082,1533,24577
3111,2020-06-17,8:00 AM,Haryana,-,-,3748,118,8272
3112,2020-06-17,8:00 AM,Himachal Pradesh,-,-,372,8,560
3113,2020-06-17,8:00 AM,Jammu and Kashmir,-,-,2781,63,5298
3114,2020-06-17,8:00 AM,Jharkhand,-,-,1121,9,1839
3115,2020-06-17,8:00 AM,Karnataka,-,-,4456,94,7530
3116,2020-06-17,8:00 AM,Kerala,-,-,1236,20,2622
3117,2020-06-17,8:00 AM,Ladakh,-,-,85,1,649
3118,2020-06-17,8:00 AM,Madhya Pradesh,-,-,8152,476,11083
3119,2020-06-17,8:00 AM,Maharashtra,-,-,57851,5537,113445
3120,2020-06-17,8:00 AM,Manipur,-,-,159,0,500
3121,2020-06-17,8:00 AM,Meghalaya,-,-,25,1,44
3122,2020-06-17,8:00 AM,Mizoram,-,-,1,0,121
3123,2020-06-17,8:00 AM,Nagaland,-,-,92,0,179
3124,2020-06-17,8:00 AM,Odisha,-,-,2974,11,4163
3125,2020-06-17,8:00 AM,Puducherry,-,-,99,6,216
3126,2020-06-17,8:00 AM,Punjab,-,-,2461,72,3371
3127,2020-06-17,8:00 AM,Rajasthan,-,-,9849,308,13216
3128,2020-06-17,8:00 AM,Sikkim,-,-,4,0,70
3129,2020-06-17,8:00 AM,Tamil Nadu,-,-,26782,528,48019
3130,2020-06-17,8:00 AM,Telengana,-,-,3027,191,5406
3131,2020-06-17,8:00 AM,Tripura,-,-,433,1,1092
3132,2020-06-17,8:00 AM,Uttarakhand,-,-,1216,25,1942
3133,2020-06-17,8:00 AM,Uttar Pradesh,-,-,8610,417,14091
3134,2020-06-17,8:00 AM,West Bengal,-,-,6028,495,11909
3135,2020-06-17,8:00 AM,Cases being reassigned to states,-,-,0,0,8273
3136,2020-06-18,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,44
3137,2020-06-18,8:00 AM,Andhra Pradesh,-,-,3641,90,7071
3138,2020-06-18,8:00 AM,Arunachal Pradesh,-,-,7,0,99
3139,2020-06-18,8:00 AM,Assam,-,-,2642,8,4605
3140,2020-06-18,8:00 AM,Bihar,-,-,4926,44,6942
3141,2020-06-18,8:00 AM,Chandigarh,-,-,303,6,368
3142,2020-06-18,8:00 AM,Chhattisgarh,-,-,1180,10,1864
3143,2020-06-18,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,12,0,57
3144,2020-06-18,8:00 AM,Delhi,-,-,17457,1904,47102
3145,2020-06-18,8:00 AM,Goa,-,-,96,0,656
3146,2020-06-18,8:00 AM,Gujarat,-,-,17430,1560,25093
3147,2020-06-18,8:00 AM,Haryana,-,-,3952,130,8832
3148,2020-06-18,8:00 AM,Himachal Pradesh,-,-,372,8,569
3149,2020-06-18,8:00 AM,Jammu and Kashmir,-,-,2914,65,5406
3150,2020-06-18,8:00 AM,Jharkhand,-,-,1151,10,1895
3151,2020-06-18,8:00 AM,Karnataka,-,-,4804,102,7734
3152,2020-06-18,8:00 AM,Kerala,-,-,1326,20,2697
3153,2020-06-18,8:00 AM,Ladakh,-,-,92,1,687
3154,2020-06-18,8:00 AM,Madhya Pradesh,-,-,8388,482,11244
3155,2020-06-18,8:00 AM,Maharashtra,-,-,59166,5651,116752
3156,2020-06-18,8:00 AM,Manipur,-,-,192,0,552
3157,2020-06-18,8:00 AM,Meghalaya,-,-,30,1,44
3158,2020-06-18,8:00 AM,Mizoram,-,-,1,0,121
3159,2020-06-18,8:00 AM,Nagaland,-,-,103,0,193
3160,2020-06-18,8:00 AM,Odisha,-,-,3047,11,4338
3161,2020-06-18,8:00 AM,Puducherry,-,-,109,7,245
3162,2020-06-18,8:00 AM,Punjab,-,-,2538,78,3497
3163,2020-06-18,8:00 AM,Rajasthan,-,-,10467,313,13542
3164,2020-06-18,8:00 AM,Sikkim,-,-,4,0,70
3165,2020-06-18,8:00 AM,Tamil Nadu,-,-,27624,576,50193
3166,2020-06-18,8:00 AM,Telengana,-,-,3071,192,5675
3167,2020-06-18,8:00 AM,Tripura,-,-,556,1,1135
3168,2020-06-18,8:00 AM,Uttarakhand,-,-,1254,26,2023
3169,2020-06-18,8:00 AM,Uttar Pradesh,-,-,8904,435,14598
3170,2020-06-18,8:00 AM,West Bengal,-,-,6533,506,12300
3171,2020-06-18,8:00 AM,Cases being reassigned to states,-,-,0,0,8703
3172,2020-06-19,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,44
3173,2020-06-19,8:00 AM,Andhra Pradesh,-,-,3789,92,7518
3174,2020-06-19,8:00 AM,Arunachal Pradesh,-,-,10,0,103
3175,2020-06-19,8:00 AM,Assam,-,-,2654,9,4777
3176,2020-06-19,8:00 AM,Bihar,-,-,5056,44,7025
3177,2020-06-19,8:00 AM,Chandigarh,-,-,306,6,374
3178,2020-06-19,8:00 AM,Chhattisgarh,-,-,1228,10,1946
3179,2020-06-19,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,13,0,58
3180,2020-06-19,8:00 AM,Delhi,-,-,21341,1969,49979
3181,2020-06-19,8:00 AM,Goa,-,-,109,0,705
3182,2020-06-19,8:00 AM,Gujarat,-,-,17819,1591,25601
3183,2020-06-19,8:00 AM,Haryana,-,-,4556,134,9218
3184,2020-06-19,8:00 AM,Himachal Pradesh,-,-,382,8,595
3185,2020-06-19,8:00 AM,Jammu and Kashmir,-,-,3144,71,5555
3186,2020-06-19,8:00 AM,Jharkhand,-,-,1198,11,1920
3187,2020-06-19,8:00 AM,Karnataka,-,-,4983,114,7944
3188,2020-06-19,8:00 AM,Kerala,-,-,1415,21,2794
3189,2020-06-19,8:00 AM,Ladakh,-,-,95,1,687
3190,2020-06-19,8:00 AM,Madhya Pradesh,-,-,8632,486,11426
3191,2020-06-19,8:00 AM,Maharashtra,-,-,60838,5751,120504
3192,2020-06-19,8:00 AM,Manipur,-,-,199,0,606
3193,2020-06-19,8:00 AM,Meghalaya,-,-,30,1,44
3194,2020-06-19,8:00 AM,Mizoram,-,-,1,0,130
3195,2020-06-19,8:00 AM,Nagaland,-,-,103,0,193
3196,2020-06-19,8:00 AM,Odisha,-,-,3144,11,4512
3197,2020-06-19,8:00 AM,Puducherry,-,-,109,7,271
3198,2020-06-19,8:00 AM,Punjab,-,-,2570,83,3615
3199,2020-06-19,8:00 AM,Rajasthan,-,-,10742,323,13857
3200,2020-06-19,8:00 AM,Sikkim,-,-,5,0,70
3201,2020-06-19,8:00 AM,Tamil Nadu,-,-,28641,625,52334
3202,2020-06-19,8:00 AM,Telengana,-,-,3301,195,6027
3203,2020-06-19,8:00 AM,Tripura,-,-,639,1,1155
3204,2020-06-19,8:00 AM,Uttarakhand,-,-,1386,26,2102
3205,2020-06-19,8:00 AM,Uttar Pradesh,-,-,9239,465,15181
3206,2020-06-19,8:00 AM,West Bengal,-,-,7001,518,12735
3207,2020-06-19,8:00 AM,Cases being reassigned to states,-,-,0,0,8927
3208,2020-06-20,8:00 AM,Andaman and Nicobar Islands,-,-,35,0,45
3209,2020-06-20,8:00 AM,Andhra Pradesh,-,-,3917,96,7961
3210,2020-06-20,8:00 AM,Arunachal Pradesh,-,-,11,0,103
3211,2020-06-20,8:00 AM,Assam,-,-,3039,9,4904
3212,2020-06-20,8:00 AM,Bihar,-,-,5098,50,7181
3213,2020-06-20,8:00 AM,Chandigarh,-,-,315,6,381
3214,2020-06-20,8:00 AM,Chhattisgarh,-,-,1331,10,2028
3215,2020-06-20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,14,0,62
3216,2020-06-20,8:00 AM,Delhi,-,-,23569,2035,53116
3217,2020-06-20,8:00 AM,Goa,-,-,118,0,725
3218,2020-06-20,8:00 AM,Gujarat,-,-,18159,1618,26141
3219,2020-06-20,8:00 AM,Haryana,-,-,4889,144,9743
3220,2020-06-20,8:00 AM,Himachal Pradesh,-,-,388,8,619
3221,2020-06-20,8:00 AM,Jammu and Kashmir,-,-,3194,75,5680
3222,2020-06-20,8:00 AM,Jharkhand,-,-,1332,11,1965
3223,2020-06-20,8:00 AM,Karnataka,-,-,5210,124,8281
3224,2020-06-20,8:00 AM,Kerala,-,-,1511,21,2912
3225,2020-06-20,8:00 AM,Ladakh,-,-,95,1,744
3226,2020-06-20,8:00 AM,Madhya Pradesh,-,-,8748,495,11582
3227,2020-06-20,8:00 AM,Maharashtra,-,-,62773,5893,124331
3228,2020-06-20,8:00 AM,Manipur,-,-,218,0,681
3229,2020-06-20,8:00 AM,Meghalaya,-,-,33,1,44
3230,2020-06-20,8:00 AM,Mizoram,-,-,1,0,130
3231,2020-06-20,8:00 AM,Nagaland,-,-,125,0,198
3232,2020-06-20,8:00 AM,Odisha,-,-,3297,11,4677
3233,2020-06-20,8:00 AM,Puducherry,-,-,118,7,286
3234,2020-06-20,8:00 AM,Punjab,-,-,2636,92,3832
3235,2020-06-20,8:00 AM,Rajasthan,-,-,10997,333,14156
3236,2020-06-20,8:00 AM,Sikkim,-,-,5,0,70
3237,2020-06-20,8:00 AM,Tamil Nadu,-,-,30271,666,54449
3238,2020-06-20,8:00 AM,Telengana,-,-,3353,198,6526
3239,2020-06-20,8:00 AM,Tripura,-,-,657,1,1178
3240,2020-06-20,8:00 AM,Uttarakhand,-,-,1433,26,2177
3241,2020-06-20,8:00 AM,Uttar Pradesh,-,-,9638,488,15785
3242,2020-06-20,8:00 AM,West Bengal,-,-,7303,529,13090
3243,2020-06-20,8:00 AM,Cases being reassigned to states,-,-,0,0,9265
3244,2020-06-21,8:00 AM,Andaman and Nicobar Islands,-,-,36,0,47
3245,2020-06-21,8:00 AM,Andhra Pradesh,-,-,4111,101,8452
3246,2020-06-21,8:00 AM,Arunachal Pradesh,-,-,14,0,135
3247,2020-06-21,8:00 AM,Assam,-,-,3039,9,4904
3248,2020-06-21,8:00 AM,Bihar,-,-,5529,52,7533
3249,2020-06-21,8:00 AM,Chandigarh,-,-,316,6,404
3250,2020-06-21,8:00 AM,Chhattisgarh,-,-,1394,11,2041
3251,2020-06-21,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,26,0,68
3252,2020-06-21,8:00 AM,Delhi,-,-,31294,2112,56746
3253,2020-06-21,8:00 AM,Goa,-,-,129,0,754
3254,2020-06-21,8:00 AM,Gujarat,-,-,18694,1638,26680
3255,2020-06-21,8:00 AM,Haryana,-,-,5128,149,10223
3256,2020-06-21,8:00 AM,Himachal Pradesh,-,-,413,8,656
3257,2020-06-21,8:00 AM,Jammu and Kashmir,-,-,3336,81,5834
3258,2020-06-21,8:00 AM,Jharkhand,-,-,1335,11,1965
3259,2020-06-21,8:00 AM,Karnataka,-,-,5391,132,8697
3260,2020-06-21,8:00 AM,Kerala,-,-,1568,21,3039
3261,2020-06-21,8:00 AM,Ladakh,-,-,117,1,836
3262,2020-06-21,8:00 AM,Madhya Pradesh,-,-,8880,501,11724
3263,2020-06-21,8:00 AM,Maharashtra,-,-,64153,5984,128205
3264,2020-06-21,8:00 AM,Manipur,-,-,232,0,777
3265,2020-06-21,8:00 AM,Meghalaya,-,-,33,1,44
3266,2020-06-21,8:00 AM,Mizoram,-,-,9,0,140
3267,2020-06-21,8:00 AM,Nagaland,-,-,138,0,201
3268,2020-06-21,8:00 AM,Odisha,-,-,3534,12,4856
3269,2020-06-21,8:00 AM,Puducherry,-,-,118,7,286
3270,2020-06-21,8:00 AM,Punjab,-,-,2678,98,3952
3271,2020-06-21,8:00 AM,Rajasthan,-,-,11274,337,14536
3272,2020-06-21,8:00 AM,Sikkim,-,-,25,0,70
3273,2020-06-21,8:00 AM,Tamil Nadu,-,-,31316,704,56845
3274,2020-06-21,8:00 AM,Telengana,-,-,3506,203,7072
3275,2020-06-21,8:00 AM,Tripura,-,-,680,1,1186
3276,2020-06-21,8:00 AM,Uttarakhand,-,-,1450,27,2301
3277,2020-06-21,8:00 AM,Uttar Pradesh,-,-,9995,507,16594
3278,2020-06-21,8:00 AM,West Bengal,-,-,7865,540,13531
3279,2020-06-21,8:00 AM,Cases being reassigned to states,-,-,0,0,9127
3280,2020-06-22,8:00 AM,Andaman and Nicobar Islands,-,-,37,0,48
3281,2020-06-22,8:00 AM,Andhra Pradesh,-,-,4331,106,8999
3282,2020-06-22,8:00 AM,Arunachal Pradesh,-,-,15,0,135
3283,2020-06-22,8:00 AM,Assam,-,-,3360,9,5388
3284,2020-06-22,8:00 AM,Bihar,-,-,5580,53,7612
3285,2020-06-22,8:00 AM,Chandigarh,-,-,316,6,406
3286,2020-06-22,8:00 AM,Chhattisgarh,-,-,1447,11,2275
3287,2020-06-22,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,26,0,88
3288,2020-06-22,8:00 AM,Delhi,-,-,33013,2175,59746
3289,2020-06-22,8:00 AM,Goa,-,-,129,0,754
3290,2020-06-22,8:00 AM,Gujarat,-,-,19349,1663,27260
3291,2020-06-22,8:00 AM,Haryana,-,-,5557,160,10635
3292,2020-06-22,8:00 AM,Himachal Pradesh,-,-,425,8,673
3293,2020-06-22,8:00 AM,Jammu and Kashmir,-,-,3382,82,5956
3294,2020-06-22,8:00 AM,Jharkhand,-,-,1406,11,2073
3295,2020-06-22,8:00 AM,Karnataka,-,-,5618,137,9150
3296,2020-06-22,8:00 AM,Kerala,-,-,1661,21,3172
3297,2020-06-22,8:00 AM,Ladakh,-,-,134,1,837
3298,2020-06-22,8:00 AM,Madhya Pradesh,-,-,9015,515,11903
3299,2020-06-22,8:00 AM,Maharashtra,-,-,65744,6170,132075
3300,2020-06-22,8:00 AM,Manipur,-,-,250,0,841
3301,2020-06-22,8:00 AM,Meghalaya,-,-,33,1,44
3302,2020-06-22,8:00 AM,Mizoram,-,-,9,0,141
3303,2020-06-22,8:00 AM,Nagaland,-,-,141,0,211
3304,2020-06-22,8:00 AM,Odisha,-,-,3720,14,5160
3305,2020-06-22,8:00 AM,Puducherry,-,-,140,8,366
3306,2020-06-22,8:00 AM,Punjab,-,-,2700,99,4074
3307,2020-06-22,8:00 AM,Rajasthan,-,-,11597,349,14930
3308,2020-06-22,8:00 AM,Sikkim,-,-,25,0,78
3309,2020-06-22,8:00 AM,Tamil Nadu,-,-,32754,757,59377
3310,2020-06-22,8:00 AM,Telengana,-,-,3731,210,7802
3311,2020-06-22,8:00 AM,Tripura,-,-,759,1,1221
3312,2020-06-22,8:00 AM,Uttarakhand,-,-,1500,27,2344
3313,2020-06-22,8:00 AM,Uttar Pradesh,-,-,10995,550,17731
3314,2020-06-22,8:00 AM,West Bengal,-,-,8297,555,13945
3315,2020-06-22,8:00 AM,Cases being reassigned to states,-,-,0,0,7832
3316,2020-06-23,8:00 AM,Andaman and Nicobar Islands,-,-,37,0,48
3317,2020-06-23,8:00 AM,Andhra Pradesh,-,-,4495,111,9372
3318,2020-06-23,8:00 AM,Arunachal Pradesh,-,-,21,0,139
3319,2020-06-23,8:00 AM,Assam,-,-,3521,9,5586
3320,2020-06-23,8:00 AM,Bihar,-,-,5781,55,7825
3321,2020-06-23,8:00 AM,Chandigarh,-,-,322,6,411
3322,2020-06-23,8:00 AM,Chhattisgarh,-,-,1513,12,2303
3323,2020-06-23,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,27,0,91
3324,2020-06-23,8:00 AM,Delhi,-,-,36602,2233,62655
3325,2020-06-23,8:00 AM,Goa,-,-,152,1,864
3326,2020-06-23,8:00 AM,Gujarat,-,-,19909,1684,27825
3327,2020-06-23,8:00 AM,Haryana,-,-,5916,169,11025
3328,2020-06-23,8:00 AM,Himachal Pradesh,-,-,437,8,727
3329,2020-06-23,8:00 AM,Jammu and Kashmir,-,-,3531,85,6088
3330,2020-06-23,8:00 AM,Jharkhand,-,-,1469,11,2137
3331,2020-06-23,8:00 AM,Karnataka,-,-,5730,142,9399
3332,2020-06-23,8:00 AM,Kerala,-,-,1749,21,3310
3333,2020-06-23,8:00 AM,Ladakh,-,-,136,1,847
3334,2020-06-23,8:00 AM,Madhya Pradesh,-,-,9215,521,12078
3335,2020-06-23,8:00 AM,Maharashtra,-,-,67706,6283,135796
3336,2020-06-23,8:00 AM,Manipur,-,-,250,0,898
3337,2020-06-23,8:00 AM,Meghalaya,-,-,37,1,44
3338,2020-06-23,8:00 AM,Mizoram,-,-,9,0,141
3339,2020-06-23,8:00 AM,Nagaland,-,-,141,0,280
3340,2020-06-23,8:00 AM,Odisha,-,-,3863,15,5303
3341,2020-06-23,8:00 AM,Puducherry,-,-,149,8,383
3342,2020-06-23,8:00 AM,Punjab,-,-,2825,101,4235
3343,2020-06-23,8:00 AM,Rajasthan,-,-,11910,356,15232
3344,2020-06-23,8:00 AM,Sikkim,-,-,29,0,78
3345,2020-06-23,8:00 AM,Tamil Nadu,-,-,34112,794,62087
3346,2020-06-23,8:00 AM,Telengana,-,-,4005,217,8674
3347,2020-06-23,8:00 AM,Tripura,-,-,782,1,1237
3348,2020-06-23,8:00 AM,Uttarakhand,-,-,1521,28,2402
3349,2020-06-23,8:00 AM,Uttar Pradesh,-,-,11601,569,18322
3350,2020-06-23,8:00 AM,West Bengal,-,-,8687,569,14358
3351,2020-06-23,8:00 AM,Cases being reassigned to states,-,-,0,0,8015
3352,2020-06-24,8:00 AM,Andaman and Nicobar Islands,-,-,40,0,50
3353,2020-06-24,8:00 AM,Andhra Pradesh,-,-,4599,119,10002
3354,2020-06-24,8:00 AM,Arunachal Pradesh,-,-,22,0,148
3355,2020-06-24,8:00 AM,Assam,-,-,3762,9,5831
3356,2020-06-24,8:00 AM,Bihar,-,-,6104,56,8153
3357,2020-06-24,8:00 AM,Chandigarh,-,-,322,6,418
3358,2020-06-24,8:00 AM,Chhattisgarh,-,-,1553,12,2362
3359,2020-06-24,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,29,0,120
3360,2020-06-24,8:00 AM,Delhi,-,-,39313,2301,66602
3361,2020-06-24,8:00 AM,Goa,-,-,205,1,909
3362,2020-06-24,8:00 AM,Gujarat,-,-,20513,1710,28371
3363,2020-06-24,8:00 AM,Haryana,-,-,6498,178,11520
3364,2020-06-24,8:00 AM,Himachal Pradesh,-,-,443,8,775
3365,2020-06-24,8:00 AM,Jammu and Kashmir,-,-,3642,87,6236
3366,2020-06-24,8:00 AM,Jharkhand,-,-,1520,11,2185
3367,2020-06-24,8:00 AM,Karnataka,-,-,6004,150,9721
3368,2020-06-24,8:00 AM,Kerala,-,-,1809,22,3451
3369,2020-06-24,8:00 AM,Ladakh,-,-,148,1,932
3370,2020-06-24,8:00 AM,Madhya Pradesh,-,-,9335,525,12261
3371,2020-06-24,8:00 AM,Maharashtra,-,-,69631,6531,139010
3372,2020-06-24,8:00 AM,Manipur,-,-,258,0,921
3373,2020-06-24,8:00 AM,Meghalaya,-,-,37,1,46
3374,2020-06-24,8:00 AM,Mizoram,-,-,9,0,142
3375,2020-06-24,8:00 AM,Nagaland,-,-,141,0,330
3376,2020-06-24,8:00 AM,Odisha,-,-,3988,17,5470
3377,2020-06-24,8:00 AM,Puducherry,-,-,165,9,402
3378,2020-06-24,8:00 AM,Punjab,-,-,3047,105,4397
3379,2020-06-24,8:00 AM,Rajasthan,-,-,12213,365,15627
3380,2020-06-24,8:00 AM,Sikkim,-,-,29,0,79
3381,2020-06-24,8:00 AM,Tamil Nadu,-,-,35339,833,64603
3382,2020-06-24,8:00 AM,Telengana,-,-,4224,220,9553
3383,2020-06-24,8:00 AM,Tripura,-,-,807,1,1259
3384,2020-06-24,8:00 AM,Uttarakhand,-,-,1602,30,2535
3385,2020-06-24,8:00 AM,Uttar Pradesh,-,-,12116,588,18893
3386,2020-06-24,8:00 AM,West Bengal,-,-,9218,580,14728
3387,2020-06-24,8:00 AM,Cases being reassigned to states,-,-,0,0,8141
3388,2020-06-25,8:00 AM,Andaman and Nicobar Islands,-,-,43,0,56
