season,seas_id,player_id,player,birth_year,pos,age,lg,tm,experience
1947,1,1,Al Brightman,NA,F,23,BAA,BOS,1
1947,2,2,Al Lujack,NA,F,26,BAA,WSC,1
1947,3,3,Al Negratti,NA,F-C,25,BAA,WSC,1
1947,4,4,Angelo Musi,NA,G,28,BAA,PHW,1
1947,5,5,Ariel Maughan,1923,F,23,BAA,DTF,1
1947,6,6,Armand Cure,NA,F,27,BAA,PRO,1
1947,7,7,Art Hillhouse,NA,C,30,BAA,PHW,1
1947,8,8,Art Spector,1920,F,26,BAA,BOS,1
1947,9,9,Art Stolkey,NA,G,26,BAA,DTF,1
1947,10,10,Aubrey Davis,NA,G-F,25,BAA,STB,1
1947,11,11,Aud Brindley,NA,F,23,BAA,NYK,1
1947,12,12,Belus Smawley,1918,SG,28,BAA,STB,1
1947,13,13,Ben Goldfaden,NA,F,33,BAA,WSC,1
1947,14,14,Ben Scharnus,NA,F,29,BAA,CLR,1
1947,15,15,Bill Davis,NA,F,26,BAA,CHS,1
1947,16,16,Bob Cluggish,NA,C,29,BAA,NYK,1
1947,17,17,Bob Dille,NA,F,29,BAA,DTF,1
1947,18,18,Bob Doll,1919,F-C,27,BAA,STB,1
1947,19,19,Bob Duffy,1922,F,24,BAA,TOT,1
1947,20,19,Bob Duffy,1922,F,24,BAA,CHS,1
1947,21,19,Bob Duffy,1922,F,24,BAA,BOS,1
1947,22,20,Bob Faught,NA,F,25,BAA,CLR,1
1947,23,21,Bob Feerick,1920,F-G,27,BAA,WSC,1
1947,24,22,Bob Fitzgerald,NA,F-C,23,BAA,TOT,1
1947,25,22,Bob Fitzgerald,NA,F-C,23,BAA,TRH,1
1947,26,22,Bob Fitzgerald,NA,F-C,23,BAA,NYK,1
1947,27,23,Bob Gantt,NA,F-C,24,BAA,WSC,1
1947,28,24,Bob Mullens,NA,G,24,BAA,TOT,1
1947,29,24,Bob Mullens,NA,G,24,BAA,NYK,1
1947,30,24,Bob Mullens,NA,G,24,BAA,TRH,1
1947,31,25,Bob Rensberger,NA,F,25,BAA,CHS,1
1947,32,26,Bob Shea,NA,F,22,BAA,PRO,1
1947,33,27,Bones McKinney,1919,SF,28,BAA,WSC,1
1947,34,28,Buck Sydnor,NA,G,25,BAA,CHS,1
1947,35,29,Bud Palmer,NA,F-C,25,BAA,NYK,1
1947,36,30,Buddy O'Grady,NA,G,27,BAA,WSC,1
1947,37,31,Butch van Breda Kolff,1922,G-F,24,BAA,NYK,1
1947,38,32,Cecil Hankins,NA,G,25,BAA,STB,1
1947,39,33,Charlie Hoefer,NA,G,25,BAA,TOT,1
1947,40,33,Charlie Hoefer,NA,G,25,BAA,TRH,1
1947,41,33,Charlie Hoefer,NA,G,25,BAA,BOS,1
1947,42,34,Chet Aubuchon,NA,G,30,BAA,DTF,1
1947,43,35,Chet Carlisle,NA,F-C,30,BAA,CHS,1
1947,44,36,Chick Halbert,1919,C,27,BAA,CHS,1
1947,45,37,Chuck Connors,NA,F-C,25,BAA,BOS,1
1947,46,38,Chuck Gilmur,1922,F-C,24,BAA,CHS,1
1947,47,39,Connie Simmons,1925,C-F,21,BAA,BOS,1
1947,48,40,Coulby Gunther,NA,F,23,BAA,PIT,1
1947,49,41,Deb Smith,NA,F,27,BAA,STB,1
1947,50,42,Dick Fitzgerald,NA,F,26,BAA,TRH,1
1947,51,43,Dick Murphy,NA,G,25,BAA,TOT,1
1947,52,43,Dick Murphy,NA,G,25,BAA,NYK,1
1947,53,43,Dick Murphy,NA,G,25,BAA,BOS,1
1947,54,44,Dick Schulz,1917,F-G,30,BAA,TOT,1
1947,55,44,Dick Schulz,1917,F-G,30,BAA,CLR,1
1947,56,44,Dick Schulz,1917,F-G,30,BAA,TRH,1
1947,57,45,Dino Martin,NA,G,26,BAA,PRO,1
1947,58,46,Don Carlson,1919,G-F,27,BAA,CHS,1
1947,59,47,Don Eliason,NA,F,28,BAA,BOS,1
1947,60,48,Don Martin,NA,C-F,26,BAA,STB,1
1947,61,49,Don Putman,1922,G,24,BAA,STB,1
1947,62,50,Doyle Parrack,NA,F-G,25,BAA,CHS,1
1947,63,51,Earl Shannon,NA,G-F,25,BAA,PRO,1
1947,64,52,Ed Kasid,NA,G,23,BAA,TRH,1
1947,65,53,Ed Melvin,NA,G,30,BAA,PIT,1
1947,66,54,Ed Sadowski,1917,C,29,BAA,TOT,1
1947,67,54,Ed Sadowski,1917,C,29,BAA,TRH,1
1947,68,54,Ed Sadowski,1917,C,29,BAA,CLR,1
1947,69,55,Elmore Morgenthaler,NA,C,24,BAA,PRO,1
1947,70,56,Ernie Calverley,NA,G,23,BAA,PRO,1
1947,71,57,Frank Fucarino,NA,F,26,BAA,TRH,1
1947,72,58,Frank Mangiapane,NA,G,21,BAA,NYK,1
1947,73,59,Frankie Baumholtz,NA,G,28,BAA,CLR,1
1947,74,60,Fred Jacobs,NA,F,24,BAA,STB,1
1947,75,61,Fred Scolari,1922,PG,24,BAA,WSC,1
1947,76,62,Fred Sheffield,NA,F,23,BAA,PHW,1
1947,77,63,Frido Frey,NA,F,25,BAA,NYK,1
1947,78,64,Garland O'Shields,NA,G-F,25,BAA,CHS,1
1947,79,65,Gene Gallette,NA,F,27,BAA,WSC,1
1947,80,66,George Mearns,NA,F,24,BAA,PRO,1
1947,81,67,George Munroe,NA,G,25,BAA,STB,1
1947,82,68,George Nostrand,1924,C-F,23,BAA,TOT,1
1947,83,68,George Nostrand,1924,C-F,23,BAA,TRH,1
1947,84,68,George Nostrand,1924,C-F,23,BAA,CLR,1
1947,85,69,George Pastushok,NA,G,24,BAA,PRO,1
1947,86,70,George Pearcy,NA,G,27,BAA,DTF,1
1947,87,71,George Senesky,1922,PG,24,BAA,PHW,1
1947,88,72,Giff Roux,NA,F-C,23,BAA,STB,1
1947,89,73,Gino Sovran,NA,F-G,22,BAA,TRH,1
1947,90,74,Gorham Getchell,NA,C,26,BAA,PIT,1
1947,91,75,Grady Lewis,NA,F-C,29,BAA,DTF,1
1947,92,76,Hal Crisler,NA,F,23,BAA,BOS,1
1947,93,77,Hank Beenders,NA,C-F,30,BAA,PRO,1
1947,94,78,Hank Biasatti,NA,G,25,BAA,TRH,1
1947,95,79,Hank Lefkowitz,NA,F,23,BAA,CLR,1
1947,96,80,Hank Rosenstein,NA,F,26,BAA,TOT,1
1947,97,80,Hank Rosenstein,NA,F,26,BAA,NYK,1
1947,98,80,Hank Rosenstein,NA,F,26,BAA,PRO,1
1947,99,81,Harold Brown,NA,G,23,BAA,DTF,1
1947,100,82,Harold Johnson,NA,C,27,BAA,DTF,1
1947,101,83,Harold Kottman,NA,C,24,BAA,BOS,1
1947,102,84,Harry Miller,NA,C-F,23,BAA,TRH,1
1947,103,85,Harry Zeller,NA,C-F,27,BAA,PIT,1
1947,104,86,Henry Pearcy,NA,G,24,BAA,DTF,1
1947,105,87,Herschel Baltimore,NA,F,25,BAA,STB,1
1947,106,88,Howie Dallmar,NA,F,24,BAA,PHW,1
1947,107,89,Howie McCarty,NA,F-G,NA,BAA,DTF,1
1947,108,90,Irv Rothenberg,NA,C,25,BAA,CLR,1
1947,109,91,Irv Torgoff,NA,F,29,BAA,WSC,1
1947,110,92,Jack Garfinkel,NA,G,28,BAA,BOS,1
1947,111,93,Jake Weber,NA,C,28,BAA,TOT,1
1947,112,93,Jake Weber,NA,C,28,BAA,NYK,1
1947,113,93,Jake Weber,NA,C,28,BAA,PRO,1
1947,114,94,Jerry Fleishman,1922,SG,24,BAA,PHW,1
1947,115,95,Jerry Kelly,NA,F,28,BAA,BOS,1
1947,116,96,Jerry Rullo,1923,G,23,BAA,PHW,1
1947,117,97,Jim Seminoff,1922,G-F,24,BAA,CHS,1
1947,118,98,Joe Fabel,NA,F-G,29,BAA,PIT,1
1947,119,99,Joe Fulks,1921,PF,25,BAA,PHW,1
1947,120,100,John Abramovic,NA,F,27,BAA,PIT,1
1947,121,101,John Barr,NA,F,28,BAA,STB,1
1947,122,102,John Janisch,NA,F-G,26,BAA,DTF,1
1947,123,103,John Logan,1921,G,26,BAA,STB,1
1947,124,104,John Mahnken,1922,C,24,BAA,WSC,1
1947,125,105,John Mills,NA,C-F,27,BAA,PIT,1
1947,126,106,John Murphy,NA,F,22,BAA,TOT,1
1947,127,106,John Murphy,NA,F,22,BAA,NYK,1
1947,128,106,John Murphy,NA,F,22,BAA,PHW,1
1947,129,107,Johnny Norlander,1921,F,25,BAA,WSC,1
1947,130,108,Johnny Simmons,NA,G,22,BAA,BOS,1
1947,131,109,Ken Corley,NA,C,26,BAA,CLR,1
1947,132,110,Ken Keller,NA,G,24,BAA,TOT,1
1947,133,110,Ken Keller,NA,G,24,BAA,WSC,1
1947,134,110,Ken Keller,NA,G,24,BAA,PRO,1
1947,135,111,Kenny Sailors,1921,G,26,BAA,CLR,1
1947,136,112,Kleggie Hermsen,1923,C-F,23,BAA,TOT,1
1947,137,112,Kleggie Hermsen,1923,C-F,23,BAA,CLR,1
1947,138,112,Kleggie Hermsen,1923,C-F,23,BAA,TRH,1
1947,139,113,Lee Knorek,1921,C,25,BAA,NYK,1
1947,140,114,Leo Gottlieb,NA,G,26,BAA,NYK,1
1947,141,115,Leo Mogus,1921,F-C,25,BAA,TOT,1
1947,142,115,Leo Mogus,1921,F-C,25,BAA,CLR,1
1947,143,115,Leo Mogus,1921,F-C,25,BAA,TRH,1
1947,144,116,Leon Brown,NA,F,27,BAA,CLR,1
1947,145,117,Lou Spicer,NA,F,24,BAA,PRO,1
1947,146,118,Marty Passaglia,NA,G,27,BAA,WSC,1
1947,147,119,Matt Guokas,1915,F,31,BAA,PHW,1
1947,148,120,Max Zaslofsky,1925,SG,21,BAA,CHS,1
1947,149,121,Mel Hirsch,NA,G,25,BAA,BOS,1
1947,150,122,Mel Riebe,NA,G-F,30,BAA,CLR,1
1947,151,123,Michael Bytzura,NA,F,24,BAA,PIT,1
1947,152,124,Mickey Rottner,NA,G,27,BAA,CHS,1
1947,153,125,Mike McCarron,1922,G,24,BAA,TRH,1
1947,154,126,Milt Schoon,1922,C,24,BAA,DTF,1
1947,155,127,Moe Becker,NA,G-F,29,BAA,TOT,1
1947,156,127,Moe Becker,NA,G-F,29,BAA,PIT,1
1947,157,127,Moe Becker,NA,G-F,29,BAA,BOS,1
1947,158,127,Moe Becker,NA,G-F,29,BAA,DTF,1
1947,159,128,Nat Frankel,NA,F-G,33,BAA,PIT,1
1947,160,129,Nat Militzok,NA,F,23,BAA,TOT,1
1947,161,129,Nat Militzok,NA,F,23,BAA,NYK,1
1947,162,129,Nat Militzok,NA,F,23,BAA,TRH,1
1947,163,130,Ned Endress,NA,F-G,28,BAA,CLR,1
1947,164,131,Nick Shaback,NA,G,28,BAA,CLR,1
1947,165,132,Noble Jorgensen,1925,C,21,BAA,PIT,1
1947,166,133,Norm Baker,NA,G,23,BAA,CHS,1
1947,167,134,Ossie Schectman,NA,G,27,BAA,NYK,1
1947,168,135,Pete Lalich,NA,F,26,BAA,CLR,1
1947,169,136,Petey Rosenberg,NA,G,28,BAA,PHW,1
1947,170,137,Pop Goodwin,NA,F-C,26,BAA,PRO,1
1947,171,138,Press Maravich,NA,G,31,BAA,PIT,1
1947,172,139,Ralph Kaplowitz,NA,G-F,27,BAA,TOT,1
1947,173,139,Ralph Kaplowitz,NA,G-F,27,BAA,NYK,1
1947,174,139,Ralph Kaplowitz,NA,G-F,27,BAA,PHW,1
1947,175,140,Ralph Siewert,NA,C,23,BAA,TOT,1
1947,176,140,Ralph Siewert,NA,C,23,BAA,STB,1
1947,177,140,Ralph Siewert,NA,C,23,BAA,TRH,1
1947,178,141,Ray Wertis,NA,G,23,BAA,TOT,1
1947,179,141,Ray Wertis,NA,G,23,BAA,TRH,1
1947,180,141,Ray Wertis,NA,G,23,BAA,CLR,1
1947,181,142,Red Dehnert,NA,F,23,BAA,PRO,1
1947,182,143,Red Mihalik,NA,G,30,BAA,PIT,1
1947,183,144,Red Wallace,NA,G,28,BAA,TOT,1
1947,184,144,Red Wallace,NA,G,28,BAA,BOS,1
1947,185,144,Red Wallace,NA,G,28,BAA,TRH,1
1947,186,145,Roger Jorgensen,NA,C-F,26,BAA,PIT,1
1947,187,146,Roy Hurley,NA,F-G,24,BAA,TRH,1
1947,188,147,Sonny Hertzberg,1922,G,24,BAA,NYK,1
1947,189,148,Stan Miasek,1923,C-F,23,BAA,DTF,1
1947,190,149,Stan Noszka,NA,G,26,BAA,PIT,1
1947,191,150,Stan Stutz,NA,G-F,26,BAA,NYK,1
1947,192,151,Tom Callahan,NA,G,25,BAA,PRO,1
1947,193,152,Tom King,NA,G,22,BAA,DTF,1
1947,194,153,Tommy Byrnes,1923,F-G,23,BAA,NYK,1
1947,195,154,Tony Jaros,1920,F-G,26,BAA,CHS,1
1947,196,155,Tony Kappen,NA,G,27,BAA,TOT,1
1947,197,155,Tony Kappen,NA,G,27,BAA,PIT,1
1947,198,155,Tony Kappen,NA,G,27,BAA,BOS,1
1947,199,156,Virgil Vaughn,NA,F-C,28,BAA,BOS,1
1947,200,157,Walt Miller,NA,F,31,BAA,PIT,1
1947,201,158,Warren Fenley,NA,F,24,BAA,BOS,1
1947,202,159,Wilbert Kautz,NA,G-F,31,BAA,CHS,1
1947,203,160,Woody Grimshaw,NA,G,27,BAA,PRO,1
1947,204,161,Wyndol Gray,NA,G-F,24,BAA,BOS,1
1948,205,162,Andy Phillip,1922,G-F,25,BAA,CHS,1
1948,206,4,Angelo Musi,NA,G,29,BAA,PHW,2
1948,207,5,Ariel Maughan,1923,F,24,BAA,TOT,2
1948,208,5,Ariel Maughan,1923,F,24,BAA,PRO,2
1948,209,5,Ariel Maughan,1923,F,24,BAA,STB,2
1948,210,7,Art Hillhouse,NA,C,31,BAA,PHW,2
1948,211,8,Art Spector,1920,F,27,BAA,BOS,2
1948,212,12,Belus Smawley,1918,SG,29,BAA,STB,2
1948,213,163,Ben Schadler,NA,F,23,BAA,CHS,1
1948,214,164,Bill Downey,NA,C,24,BAA,PRO,1
1948,215,18,Bob Doll,1919,F-C,28,BAA,STB,2
1948,216,21,Bob Feerick,1920,F-G,28,BAA,WSC,2
1948,217,165,Bob Hubbard,NA,C-F,25,BAA,PRO,1
1948,218,166,Bob O'Brien,NA,F,21,BAA,PHW,1
1948,219,27,Bones McKinney,1919,SF,29,BAA,WSC,2
1948,220,29,Bud Palmer,NA,F-C,26,BAA,NYK,2
1948,221,167,Buddy Jeannette,1917,G,30,BAA,BLB,1
1948,222,30,Buddy O'Grady,NA,G,28,BAA,STB,2
1948,223,168,Bulbs Ehlers,NA,F-G,24,BAA,BOS,1
1948,224,31,Butch van Breda Kolff,1922,G-F,25,BAA,NYK,2
1948,225,169,Carl Braun,1927,G-F,20,BAA,NYK,1
1948,226,170,Carl Meinhold,NA,G-F,21,BAA,BLB,1
1948,227,32,Cecil Hankins,NA,G,26,BAA,BOS,2
1948,228,33,Charlie Hoefer,NA,G,26,BAA,BOS,2
1948,229,171,Chet McNabb,NA,F,27,BAA,BLB,1
1948,230,36,Chick Halbert,1919,C,28,BAA,TOT,2
1948,231,36,Chick Halbert,1919,C,28,BAA,CHS,2
1948,232,36,Chick Halbert,1919,C,28,BAA,PHW,2
1948,233,172,Chick Reiser,1914,G-F,33,BAA,BLB,1
1948,234,173,Chink Crossin,1923,G,24,BAA,PHW,1
1948,235,37,Chuck Connors,NA,F-C,26,BAA,BOS,2
1948,236,38,Chuck Gilmur,1922,F-C,25,BAA,CHS,2
1948,237,39,Connie Simmons,1925,C-F,22,BAA,TOT,2
1948,238,39,Connie Simmons,1925,C-F,22,BAA,BOS,2
1948,239,39,Connie Simmons,1925,C-F,22,BAA,BLB,2
1948,240,42,Dick Fitzgerald,NA,F,27,BAA,PRO,2
1948,241,174,Dick Holub,NA,C,26,BAA,NYK,1
1948,242,175,Dick O'Keefe,1923,G-F,24,BAA,WSC,1
1948,243,44,Dick Schulz,1917,F-G,31,BAA,BLB,2
1948,244,45,Dino Martin,NA,G,27,BAA,PRO,2
1948,245,48,Don Martin,NA,C-F,27,BAA,STB,2
1948,246,49,Don Putman,1922,G,25,BAA,STB,2
1948,247,51,Earl Shannon,NA,G-F,26,BAA,PRO,2
1948,248,54,Ed Sadowski,1917,C,30,BAA,BOS,2
1948,249,176,Elmer Gainer,1918,F-C,29,BAA,BLB,1
1948,250,56,Ernie Calverley,NA,G,24,BAA,PRO,2
1948,251,61,Fred Scolari,1922,PG,25,BAA,WSC,2
1948,252,177,Gene Rock,NA,G,26,BAA,CHS,1
1948,253,178,Gene Stump,1923,F-G,24,BAA,BOS,1
1948,254,179,Gene Vance,1923,G-F,24,BAA,CHS,1
1948,255,66,George Mearns,NA,F,25,BAA,PRO,2
1948,256,67,George Munroe,NA,G,26,BAA,BOS,2
1948,257,68,George Nostrand,1924,C-F,24,BAA,PRO,2
1948,258,71,George Senesky,1922,PG,25,BAA,PHW,2
1948,259,72,Giff Roux,NA,F-C,24,BAA,STB,2
1948,260,75,Grady Lewis,NA,F-C,30,BAA,TOT,2
1948,261,75,Grady Lewis,NA,F-C,30,BAA,STB,2
1948,262,75,Grady Lewis,NA,F-C,30,BAA,BLB,2
1948,263,77,Hank Beenders,NA,C-F,31,BAA,TOT,2
1948,264,77,Hank Beenders,NA,C-F,31,BAA,PRO,2
1948,265,77,Hank Beenders,NA,C-F,31,BAA,PHW,2
1948,266,180,Herm Fuetsch,NA,G,29,BAA,BLB,1
1948,267,181,Herm Klotz,NA,G,26,BAA,BLB,1
1948,268,88,Howie Dallmar,NA,F,25,BAA,PHW,2
1948,269,90,Irv Rothenberg,NA,C,26,BAA,TOT,2
1948,270,90,Irv Rothenberg,NA,C,26,BAA,WSC,2
1948,271,90,Irv Rothenberg,NA,C,26,BAA,BLB,2
1948,272,90,Irv Rothenberg,NA,C,26,BAA,STB,2
1948,273,91,Irv Torgoff,NA,F,30,BAA,WSC,2
1948,274,92,Jack Garfinkel,NA,G,29,BAA,BOS,2
1948,275,182,Jack Hewson,NA,F-C,23,BAA,BOS,1
1948,276,183,Jack Rocker,NA,C-F,25,BAA,PHW,1
1948,277,184,Jack Tingle,NA,F,23,BAA,WSC,1
1948,278,185,Jack Toomay,1922,C-F,25,BAA,TOT,1
1948,279,185,Jack Toomay,1922,C-F,25,BAA,CHS,1
1948,280,185,Jack Toomay,1922,C-F,25,BAA,PRO,1
1948,281,94,Jerry Fleishman,1922,SG,25,BAA,PHW,2
1948,282,95,Jerry Kelly,NA,F,29,BAA,PRO,2
1948,283,96,Jerry Rullo,1923,G,24,BAA,BLB,2
1948,284,97,Jim Seminoff,1922,G-F,25,BAA,CHS,2
1948,285,99,Joe Fulks,1921,PF,26,BAA,PHW,2
1948,286,100,John Abramovic,NA,F,28,BAA,TOT,2
1948,287,100,John Abramovic,NA,F,28,BAA,STB,2
1948,288,100,John Abramovic,NA,F,28,BAA,BLB,2
1948,289,102,John Janisch,NA,F-G,27,BAA,TOT,2
1948,290,102,John Janisch,NA,F-G,27,BAA,BOS,2
1948,291,102,John Janisch,NA,F-G,27,BAA,PRO,2
1948,292,103,John Logan,1921,G,27,BAA,STB,2
1948,293,104,John Mahnken,1922,C,25,BAA,WSC,2
1948,294,186,Johnny Ezersky,1922,F-G,25,BAA,PRO,1
1948,295,187,Johnny Jorgensen,NA,G-F,26,BAA,TOT,1
1948,296,187,Johnny Jorgensen,NA,G-F,26,BAA,CHS,1
1948,297,187,Johnny Jorgensen,NA,G-F,26,BAA,BLB,1
1948,298,107,Johnny Norlander,1921,F,26,BAA,WSC,2
1948,299,111,Kenny Sailors,1921,G,27,BAA,TOT,2
1948,300,111,Kenny Sailors,1921,G,27,BAA,CHS,2
1948,301,111,Kenny Sailors,1921,G,27,BAA,PHW,2
1948,302,111,Kenny Sailors,1921,G,27,BAA,PRO,2
1948,303,112,Kleggie Hermsen,1923,C-F,24,BAA,BLB,2
1948,304,113,Lee Knorek,1921,C,26,BAA,NYK,2
1948,305,188,Lee Robbins,NA,F,25,BAA,PRO,1
1948,306,114,Leo Gottlieb,NA,G,27,BAA,NYK,2
1948,307,120,Max Zaslofsky,1925,SG,22,BAA,CHS,2
1948,308,122,Mel Riebe,NA,G-F,31,BAA,BOS,2
1948,309,189,Mel Thurston,NA,G,29,BAA,PRO,1
1948,310,124,Mickey Rottner,NA,G,28,BAA,CHS,2
1948,311,190,Mike Bloom,NA,F-C,33,BAA,TOT,1
1948,312,190,Mike Bloom,NA,F-C,33,BAA,BLB,1
1948,313,190,Mike Bloom,NA,F-C,33,BAA,BOS,1
1948,314,191,Nat Hickey,NA,G-F,46,BAA,PRO,1
1948,315,192,Paul Hoffman,1925,G-F,22,BAA,BLB,1
1948,316,193,Paul Huston,NA,F,22,BAA,CHS,1
1948,317,194,Paul Noel,1924,F,23,BAA,NYK,1
1948,318,195,Paul Seymour,1928,G-F,20,BAA,BLB,1
1948,319,137,Pop Goodwin,NA,F-C,27,BAA,PRO,2
1948,320,139,Ralph Kaplowitz,NA,G-F,28,BAA,PHW,2
1948,321,196,Ray Kuka,NA,F,25,BAA,NYK,1
1948,322,141,Ray Wertis,NA,G,24,BAA,PRO,2
1948,323,197,Red Rocha,1923,C,24,BAA,STB,1
1948,324,198,Saul Mariaschin,NA,G,23,BAA,BOS,1
1948,325,199,Sid Tanenbaum,NA,G,22,BAA,NYK,1
1948,326,147,Sonny Hertzberg,1922,G,25,BAA,TOT,2
1948,327,147,Sonny Hertzberg,1922,G,25,BAA,NYK,2
1948,328,147,Sonny Hertzberg,1922,G,25,BAA,WSC,2
1948,329,200,Stan Brown,1929,F,18,BAA,PHW,1
1948,330,148,Stan Miasek,1923,C-F,24,BAA,CHS,2
1948,331,149,Stan Noszka,NA,G,27,BAA,BOS,2
1948,332,150,Stan Stutz,NA,G-F,27,BAA,NYK,2
1948,333,153,Tommy Byrnes,1923,F-G,24,BAA,NYK,2
1948,334,201,Wat Misaka,NA,G,24,BAA,NYK,1
1948,335,161,Wyndol Gray,NA,G-F,25,BAA,TOT,2
1948,336,161,Wyndol Gray,NA,G-F,25,BAA,PRO,2
1948,337,161,Wyndol Gray,NA,G-F,25,BAA,STB,2
1949,338,202,Al Lucas,NA,F-G,26,BAA,BOS,1
1949,339,203,Andrew Levane,1920,F-G,28,BAA,ROC,1
1949,340,204,Andy Duncan,1922,F-C,26,BAA,ROC,1
1949,341,205,Andy Kostecka,NA,F,27,BAA,INJ,1
1949,342,162,Andy Phillip,1922,G-F,26,BAA,CHS,2
1949,343,206,Andy Tonkovich,NA,G,26,BAA,PRO,1
1949,344,4,Angelo Musi,NA,G,30,BAA,PHW,3
1949,345,5,Ariel Maughan,1923,F,25,BAA,STB,3
1949,346,207,Arnie Ferrin,1925,F-G,23,BAA,MNL,1
1949,347,208,Arnie Johnson,1920,SF,28,BAA,ROC,1
1949,348,209,Arnie Risen,1924,C,24,BAA,ROC,1
1949,349,8,Art Spector,1920,F,28,BAA,BOS,3
1949,350,12,Belus Smawley,1918,SG,30,BAA,STB,3
1949,351,14,Ben Scharnus,NA,F,31,BAA,PRO,2
1949,352,210,Bill Calhoun,1927,SG,21,BAA,ROC,1
1949,353,211,Bill Henry,1924,C,24,BAA,FTW,1
1949,354,212,Bill Miller,NA,F,24,BAA,TOT,1
1949,355,212,Bill Miller,NA,F,24,BAA,CHS,1
1949,356,212,Bill Miller,NA,F,24,BAA,STB,1
1949,357,213,Bill Roberts,1925,C,23,BAA,TOT,1
1949,358,213,Bill Roberts,1925,C,23,BAA,CHS,1
1949,359,213,Bill Roberts,1925,C,23,BAA,BOS,1
1949,360,213,Bill Roberts,1925,C,23,BAA,STB,1
1949,361,214,Blackie Towery,1920,F-C,28,BAA,TOT,1
1949,362,214,Blackie Towery,1920,F-C,28,BAA,FTW,1
1949,363,214,Blackie Towery,1920,F-C,28,BAA,INJ,1
1949,364,215,Bob Brown,1923,F,25,BAA,PRO,1
1949,365,216,Bob Davies,1920,PG,29,BAA,ROC,1
1949,366,18,Bob Doll,1919,F-C,29,BAA,BOS,3
1949,367,21,Bob Feerick,1920,F-G,29,BAA,WSC,3
1949,368,22,Bob Fitzgerald,NA,F-C,25,BAA,ROC,2
1949,369,165,Bob Hubbard,NA,C-F,26,BAA,PRO,2
1949,370,217,Bob Kinney,1920,C-F,28,BAA,TOT,1
1949,371,217,Bob Kinney,1920,C-F,28,BAA,FTW,1
1949,372,217,Bob Kinney,1920,C-F,28,BAA,BOS,1
1949,373,166,Bob O'Brien,NA,F,22,BAA,TOT,2
1949,374,166,Bob O'Brien,NA,F,22,BAA,PHW,2
1949,375,166,Bob O'Brien,NA,F,22,BAA,STB,2
1949,376,218,Bob Tough,1920,G-F,28,BAA,FTW,1
1949,377,219,Bobby Wanzer,1921,G,27,BAA,ROC,1
1949,378,27,Bones McKinney,1919,SF,30,BAA,WSC,3
1949,379,220,Brady Walker,NA,PF,27,BAA,PRO,1
1949,380,221,Bruce Hale,1918,G-F,30,BAA,TOT,1
1949,381,221,Bruce Hale,1918,G-F,30,BAA,INJ,1
1949,382,221,Bruce Hale,1918,G-F,30,BAA,FTW,1
1949,383,29,Bud Palmer,NA,F-C,27,BAA,NYK,3
1949,384,167,Buddy Jeannette,1917,G,31,BAA,BLB,2
1949,385,30,Buddy O'Grady,NA,G,29,BAA,TOT,3
1949,386,30,Buddy O'Grady,NA,G,29,BAA,STB,3
1949,387,30,Buddy O'Grady,NA,G,29,BAA,PRO,3
1949,388,168,Bulbs Ehlers,NA,F-G,25,BAA,BOS,2
1949,389,31,Butch van Breda Kolff,1922,G-F,26,BAA,NYK,3
1949,390,169,Carl Braun,1927,G-F,21,BAA,NYK,2
1949,391,170,Carl Meinhold,NA,G-F,22,BAA,TOT,2
1949,392,170,Carl Meinhold,NA,G-F,22,BAA,CHS,2
1949,393,170,Carl Meinhold,NA,G-F,22,BAA,PRO,2
1949,394,222,Charlie Black,1921,F-C,27,BAA,TOT,1
1949,395,222,Charlie Black,1921,F-C,27,BAA,INJ,1
1949,396,222,Charlie Black,1921,F-C,27,BAA,FTW,1
1949,397,36,Chick Halbert,1919,C,29,BAA,TOT,3
1949,398,36,Chick Halbert,1919,C,29,BAA,BOS,3
1949,399,36,Chick Halbert,1919,C,29,BAA,PRO,3
1949,400,172,Chick Reiser,1914,G-F,34,BAA,BLB,2
1949,401,173,Chink Crossin,1923,G,25,BAA,PHW,2
1949,402,38,Chuck Gilmur,1922,F-C,26,BAA,CHS,3
1949,403,39,Connie Simmons,1925,C-F,23,BAA,BLB,3
1949,404,40,Coulby Gunther,NA,F,25,BAA,STB,2
1949,405,223,Curly Armstrong,1918,G-F,30,BAA,FTW,1
1949,406,224,D.C. Wilcutt,1923,G,25,BAA,STB,1
1949,407,225,Dan Kraus,NA,G,25,BAA,BLB,1
1949,408,226,Darrell Brown,NA,F,25,BAA,BLB,1
1949,409,227,Dermie O'Connell,1928,G,20,BAA,BOS,1
1949,410,175,Dick O'Keefe,1923,G-F,25,BAA,WSC,2
1949,411,44,Dick Schulz,1917,F-G,32,BAA,WSC,3
1949,412,228,Dick Shrider,NA,G,25,BAA,NYK,1
1949,413,229,Dick Triptow,1922,G-F,26,BAA,FTW,1
1949,414,230,Dick Wehr,NA,F,23,BAA,INJ,1
1949,415,231,Dillard Crocker,1925,PF,24,BAA,FTW,1
1949,416,46,Don Carlson,1919,G-F,29,BAA,MNL,2
1949,417,48,Don Martin,NA,C-F,28,BAA,TOT,3
1949,418,48,Don Martin,NA,C-F,28,BAA,STB,3
1949,419,48,Don Martin,NA,C-F,28,BAA,BLB,3
1949,420,49,Don Putman,1922,G,26,BAA,STB,3
1949,421,232,Don Smith,1920,G-F,28,BAA,MNL,1
1949,422,233,Donnie Forman,NA,G,23,BAA,MNL,1
